"","X","round","region","area","fs","impound","impound2","treat","treat2","night","day","month","year","jdate","time","length","obs","sora","vira","yera","kira","rail"
"1",1,1,"nw","nvca","ca","ash","ash","C","E",1.1,12,8,2014,225,0.833333333,3.5398,"A",0,0,0,0,0
"2",2,1,"nw","nvca","ca","ash","ash","C","E",1.2,12,8,2014,225,0.833333333,3.5398,"N",0,0,0,0,0
"3",3,1,"nw","nvca","ca","ash","ash","C","E",3.2,14,8,2014,227,0.7,3.218,"A",1,0,0,0,1
"4",4,1,"nw","nvca","ca","ash","ash","C","E",3.1,14,8,2014,227,0.716666667,2.7353,"N",0,0,0,0,0
"5",5,2,"nw","nvca","ca","ash","ash","C","E",3.1,2,9,2014,245,0.75,2.7,"A",4,0,0,0,4
"6",6,2,"nw","nvca","ca","ash","ash","C","E",3.2,2,9,2014,245,0.5,1.5,"N",1,0,0,0,1
"7",7,3,"nw","nvca","ca","ash","ash","C","E",1.1,18,9,2014,262,0.5,1.7,"A",7,0,0,0,7
"8",8,3,"nw","nvca","ca","ash","ash","C","E",1.2,18,9,2014,262,0.5,1.7,"N",10,0,0,0,10
"9",9,3,"nw","nvca","ca","ash","ash","C","E",3.1,22,9,2014,266,0.5,1.6,"N",14,0,0,0,14
"10",10,3,"nw","nvca","ca","ash","ash","C","E",3.2,22,9,2014,266,0.5,2,"A",11,1,0,0,12
"11",11,4,"nw","nvca","ca","ash","ash","C","E",1.1,8,10,2014,282,0.5,1.1,"N",6,0,0,0,6
"12",12,4,"nw","nvca","ca","ash","ash","C","E",1.2,8,10,2014,282,0.3,1,"A",1,0,0,0,1
"13",13,1,"nw","nvca","ca","ash","ash",NA,NA,1,16,8,2012,229,2,3.8,"A",2,2,0,0,4
"14",14,1,"nw","nvca","ca","ash","ash",NA,NA,1,16,8,2012,229,2,3.8,"M",0,2,0,0,2
"15",15,2,"nw","nvca","ca","ash","ash",NA,NA,2,3,9,2012,247,2,3.8,"L",11,0,0,0,11
"16",16,3,"nw","nvca","ca","ash","ash",NA,NA,1,20,9,2012,264,2,3.8,"A",13,0,0,0,13
"17",17,3,"nw","nvca","ca","ash","ash",NA,NA,2,21,9,2012,265,2,3.8,"J",35,0,0,0,35
"18",18,1,"nw","nvca","ca","ash","ash",NA,NA,1.1,14,8,2013,227,3,6,"A",2,0,0,0,2
"19",19,1,"nw","nvca","ca","ash","ash",NA,NA,1.2,14,8,2013,227,3,6,"D",0,0,0,0,0
"20",20,2,"nw","nvca","ca","ash","ash",NA,NA,2.1,2,9,2013,246,2,5.2,"M",4,0,0,0,4
"21",21,2,"nw","nvca","ca","ash","ash",NA,NA,3.2,3,9,2013,247,1.3,3.3,"D",2,0,0,0,2
"22",22,2,"nw","nvca","ca","ash","ash",NA,NA,3.1,3,9,2013,247,1.5,2.3,"N",5,0,0,0,5
"23",23,3,"nw","nvca","ca","ash","ash",NA,NA,2.1,25,9,2013,269,1.75,2.9,"A",5,0,0,0,5
"24",24,3,"nw","nvca","ca","ash","ash",NA,NA,2.2,25,9,2013,269,1.5,2.4,"M",30,0,0,0,30
"25",25,1,"ne","bkca","ca","bb1","bb1",NA,NA,2,26,8,2012,239,2,4.5,"L",3,0,0,0,3
"26",26,1,"ne","bkca","ca","bb1","bb1",NA,NA,1.1,23,8,2013,236,1.5,4.4,"A",2,0,0,0,2
"27",27,1,"ne","bkca","ca","bb1","bb1",NA,NA,1.2,23,8,2013,236,1.5,2.5,"M",4,0,0,0,4
"28",28,1,"ne","bkca","ca","bb1","bb1",NA,NA,2.1,24,8,2013,237,1.5,3.4,"D",9,0,0,0,9
"29",29,1,"ne","bkca","ca","bb1","bb1",NA,NA,2.2,24,8,2013,237,1,2.3,"N",5,0,0,0,5
"30",30,2,"ne","bkca","ca","bb1","bb1",NA,NA,2.2,12,9,2013,256,1.5,3.4,"D",9,0,0,0,9
"31",31,2,"ne","bkca","ca","bb1","bb1",NA,NA,2.1,12,9,2013,256,1.5,3,"N",14,0,0,0,14
"32",32,2,"ne","bkca","ca","bb1","bb1",NA,NA,3.1,13,9,2013,257,1.5,3.4,"M",26,0,0,0,26
"33",33,3,"ne","bkca","ca","bb1","bb1",NA,NA,1.1,10,10,2013,284,1.5,3.8,"A",28,1,0,0,29
"34",34,1,"ne","bkca","ca","bb2","bb2",NA,NA,2,26,8,2012,239,2,3.2,"J",24,0,0,0,24
"35",35,1,"ne","bkca","ca","bb2","bb2",NA,NA,1.2,23,8,2013,236,1.5,2.5,"A",3,0,0,0,3
"36",36,1,"ne","bkca","ca","bb2","bb2",NA,NA,1.1,23,8,2013,236,1.5,2.5,"M",6,0,0,0,6
"37",37,1,"ne","bkca","ca","bb2","bb2",NA,NA,2.2,24,8,2013,237,1.5,3.5,"D",2,0,0,0,2
"38",38,1,"ne","bkca","ca","bb2","bb2",NA,NA,2.1,24,8,2013,237,1.5,4.8,"N",3,0,0,0,3
"39",39,2,"ne","bkca","ca","bb2","bb2",NA,NA,2.1,12,9,2013,256,1.5,3.4,"D",16,0,0,0,16
"40",40,2,"ne","bkca","ca","bb2","bb2",NA,NA,2.2,12,9,2013,256,1.5,3.7,"N",25,0,0,0,25
"41",41,2,"ne","bkca","ca","bb2","bb2",NA,NA,3.2,13,9,2013,257,1.5,3.4,"M",28,0,0,0,28
"42",42,3,"ne","bkca","ca","bb2","bb2",NA,NA,1.2,10,10,2013,284,1.5,3.7,"A",18,0,0,0,18
"43",43,1,"ne","bkca","ca","bb3","bb3",NA,NA,1,24,8,2012,237,2,2.1,"A",2,0,0,0,2
"44",44,1,"ne","bkca","ca","bb3","bb3",NA,NA,1.1,23,8,2013,236,0.33,0.8,"A",0,0,0,0,0
"45",45,2,"nc","fgca","ca","boardwalk","boardwalk",NA,NA,1,6,9,2012,250,2,8.5,"A",1,0,0,0,1
"46",46,2,"nc","fgca","ca","boardwalk","boardwalk",NA,NA,1,6,9,2012,250,2,8.5,"M",1,0,0,0,1
"47",47,2,"ne","ccnwr","nwr","ccmsu1","ccmsu1","C","L",3.1,12,9,2014,255,0.6,3.1,"A",2,0,0,0,2
"48",48,3,"ne","ccnwr","nwr","ccmsu1","ccmsu1","C","L",3.1,30,9,2014,274,0.5,2.7,"A",0,0,0,0,0
"49",49,2,"ne","ccnwr","nwr","ccmsu1","ccmsu1",NA,NA,3,13,9,2012,257,2,5.4,"A",34,0,0,0,34
"50",50,3,"ne","ccnwr","nwr","ccmsu1","ccmsu1",NA,NA,3,2,10,2012,276,2,5.4,"L",10,0,0,0,10
"51",51,3,"ne","ccnwr","nwr","ccmsu1","ccmsu1",NA,NA,3,2,10,2012,276,2,5.4,"M",16,0,2,0,18
"52",52,1,"ne","ccnwr","nwr","ccmsu12","ccmsu12","L","L",1.2,22,8,2014,235,0.5,1.7699,"A",3,0,0,0,3
"53",53,1,"ne","ccnwr","nwr","ccmsu12","ccmsu12","L","L",11,22,8,2014,235,0.5,1.7699,"N",5,0,0,0,5
"54",54,2,"ne","ccnwr","nwr","ccmsu12","ccmsu12","L","L",3.1,12,9,2014,255,0.6,3.1,"A",2,0,0,0,2
"55",55,3,"ne","ccnwr","nwr","ccmsu12","ccmsu12","L","L",3.1,30,9,2014,274,0.6,3.1,"A",2,0,0,0,2
"56",56,3,"ne","ccnwr","nwr","ccmsu12","ccmsu12","L","L",3.2,30,9,2014,274,0.6,3.1,"N",1,0,0,0,1
"57",57,4,"ne","ccnwr","nwr","ccmsu12","ccmsu12","L","L",2.1,14,10,2014,288,1.5,6.7,"A",0,0,0,0,0
"58",58,1,"ne","ccnwr","nwr","ccmsu2","ccmsu2","C","L",1.2,22,8,2014,235,0.833333333,3.3789,"A",4,0,0,0,4
"59",59,1,"ne","ccnwr","nwr","ccmsu2","ccmsu2","C","L",1.1,22,8,2014,235,0.833333333,3.5398,"N",9,0,0,0,9
"60",60,2,"ne","ccnwr","nwr","ccmsu2","ccmsu2","C","L",3.1,12,9,2014,255,1.5,6,"N",1,0,0,0,1
"61",61,3,"ne","ccnwr","nwr","ccmsu2","ccmsu2","C","L",3.1,30,9,2014,274,1.3,7,"N",2,0,0,0,2
"62",62,3,"ne","ccnwr","nwr","ccmsu2","ccmsu2","C","L",3.2,30,9,2014,274,1.3,7.2,"A",0,0,1,0,1
"63",63,4,"ne","ccnwr","nwr","ccmsu2","ccmsu2","C","L",2.1,14,10,2014,288,0.6,3,"N",0,0,0,0,0
"64",64,1,"ne","ccnwr","nwr","ccmsu2","ccmsu2",NA,NA,3,27,8,2012,240,2,5.4,"J",19,0,0,0,19
"65",65,1,"ne","ccnwr","nwr","ccmsu2","ccmsu2",NA,NA,3,27,8,2012,240,2,5.4,"L",11,1,0,1,13
"66",66,2,"ne","ccnwr","nwr","ccmsu2","ccmsu2",NA,NA,3,13,9,2012,257,2,3.1,"M",3,0,0,0,3
"67",67,1,"ne","ccnwr","nwr","ccmsu7","ccmsu7",NA,NA,3,27,8,2012,240,2,4.9,"A",3,0,0,0,3
"68",68,3,"ne","ccnwr","nwr","ccmsu7","ccmsu7",NA,NA,3,2,10,2012,276,2,4.9,"A",2,0,1,0,3
"69",69,3,"ne","ccnwr","nwr","ccmsu7","ccmsu7",NA,NA,3,2,10,2012,276,2,4.9,"J",3,0,0,0,3
"70",70,1,"ne","ccnwr","nwr","ccmsu7","ccmsu7",NA,NA,1.1,22,8,2013,235,1.5,4.5,"A",0,0,0,0,0
"71",71,1,"ne","ccnwr","nwr","ccmsu7","ccmsu7",NA,NA,1.1,22,8,2013,235,1.5,4.5,"M",0,0,0,0,0
"72",72,1,"ne","ccnwr","nwr","ccmsu7","ccmsu7",NA,NA,2.1,23,8,2013,236,3,7,"D",1,0,0,0,1
"73",73,1,"ne","ccnwr","nwr","ccmsu7","ccmsu7",NA,NA,2.2,23,8,2013,236,3,8,"N",0,0,0,0,0
"74",74,1,"se","dcca","ca","dc11","dc11",NA,NA,1.1,27,8,2013,239,0.25,1,"N",0,0,0,0,0
"75",75,2,"se","dcca","ca","dc11","dc11",NA,NA,2.2,16,9,2013,259,0.25,1.1,"D",0,0,0,0,0
"76",76,2,"se","dcca","ca","dc11","dc11",NA,NA,3.2,17,9,2013,260,0.25,1.1,"M",0,0,0,0,0
"77",77,3,"se","dcca","ca","dc11","dc11",NA,NA,3.2,14,10,2013,287,0.25,1.1,"M",0,0,0,0,0
"78",78,3,"se","dcca","ca","dc13","dc13",NA,NA,2,4,10,2012,278,0.5,1.8,"J",2,0,0,0,2
"79",79,1,"se","dcca","ca","dc13","dc13",NA,NA,1.1,27,8,2013,239,0.5,1,"N",0,0,0,0,0
"80",80,2,"se","dcca","ca","dc13","dc13",NA,NA,2.2,16,9,2013,259,0.3,2.1,"D",0,0,0,0,0
"81",81,2,"se","dcca","ca","dc13","dc13",NA,NA,3.2,17,9,2013,260,0.3,2.1,"M",0,0,0,0,0
"82",82,3,"se","dcca","ca","dc13","dc13",NA,NA,3.2,14,10,2013,287,0.3,2.1,"M",2,0,0,0,2
"83",83,2,"se","dcca","ca","dc14","dc14","L","L",1.1,13,9,2014,256,0.8333,3.1,"A",2,0,0,0,2
"84",84,2,"se","dcca","ca","dc14","dc14","L","L",1.2,13,9,2014,256,0.6,3.1,"N",0,0,0,0,0
"85",85,3,"se","dcca","ca","dc14","dc14","L","L",1.1,3,10,2014,277,0.6,2.7,"N",3,0,0,0,3
"86",86,3,"se","dcca","ca","dc14","dc14","L","L",1.2,3,10,2014,277,0.3,2.3,"A",0,0,0,0,0
"87",87,2,"se","dcca","ca","dc14","dc14",NA,NA,2,17,9,2012,261,0.5,2,"L",0,0,0,0,0
"88",88,2,"se","dcca","ca","dc14","dc14",NA,NA,2.1,16,9,2013,259,0.5,1.7,"N",0,0,0,0,0
"89",89,2,"se","dcca","ca","dc14","dc14",NA,NA,3.2,19,9,2013,263,0.5,2,"A",0,0,0,0,0
"90",90,2,"se","dcca","ca","dc14","dc14",NA,NA,3.1,14,10,2013,287,0.5,1.7,"A",0,0,0,0,0
"91",91,3,"se","dcca","ca","dc14","dc14",NA,NA,3.1,14,10,2013,287,0.5,1.7,"A",9,0,0,0,9
"92",92,4,"se","dcca","ca","dc14","dc14","L","L",3.1,21,10,2014,295,0.6,2.7,"N",6,0,0,0,6
"93",93,4,"se","dcca","ca","dc14","dc14","L","L",3.2,21,10,2014,295,0.5,2.3,"A",11,0,0,0,11
"94",94,2,"se","dcca","ca","dc15","dc15",NA,NA,2,17,9,2012,261,0.25,2,"L",2,0,0,0,2
"95",95,1,"se","dcca","ca","dc15","dc15",NA,NA,1.1,27,8,2013,239,0.6,2.5,"N",1,0,0,0,1
"96",96,2,"se","dcca","ca","dc15","dc15",NA,NA,2.2,16,9,2013,259,0.5,2.5,"D",0,0,0,0,0
"97",97,2,"se","dcca","ca","dc15","dc15",NA,NA,2.1,16,9,2013,259,0.25,1.1,"N",0,0,0,0,0
"98",98,2,"se","dcca","ca","dc15","dc15",NA,NA,3.1,17,9,2013,260,0.25,1.1,"A",0,0,0,0,0
"99",99,2,"se","dcca","ca","dc15","dc15",NA,NA,3.2,17,9,2013,260,0.5,2.5,"M",0,0,0,0,0
"100",100,2,"se","dcca","ca","dc15","dc15",NA,NA,3.2,19,9,2013,263,0.5,2.2,"A",0,0,0,0,0
"101",101,3,"se","dcca","ca","dc15","dc15",NA,NA,3.1,14,10,2013,287,0.25,1.1,"A",0,0,0,0,0
"102",102,3,"se","dcca","ca","dc15","dc15",NA,NA,3.2,14,10,2013,287,0.5,2.5,"M",0,0,0,0,0
"103",103,1,"se","dcca","ca","dc14","dc14","L","L",1.1,26,8,2014,239,0.4,1.7699,"N",0,0,0,0,0
"104",104,1,"se","dcca","ca","dc16","dc16",NA,NA,1.1,27,8,2013,239,1,2.3,"N",0,0,0,0,0
"105",105,2,"se","dcca","ca","dc16","dc16",NA,NA,2.1,16,9,2013,259,0.5,4.8,"D",0,0,0,0,0
"106",106,2,"se","dcca","ca","dc16","dc16",NA,NA,2.2,16,9,2013,259,1,4.3,"N",0,0,0,0,0
"107",107,2,"se","dcca","ca","dc16","dc16",NA,NA,3.2,17,9,2013,260,1,4.3,"A",0,0,0,0,0
"108",108,2,"se","dcca","ca","dc16","dc16",NA,NA,3.1,17,9,2013,260,0.5,4.8,"M",0,0,0,0,0
"109",109,3,"se","dcca","ca","dc16","dc16",NA,NA,3.2,14,10,2013,287,1,4.3,"A",3,0,0,0,3
"110",110,3,"se","dcca","ca","dc16","dc16",NA,NA,3.1,14,10,2013,287,0.5,4.8,"M",0,0,0,0,0
"111",111,1,"se","dcca","ca","dc18","dc18","C","L",1.1,26,8,2014,239,0.466666667,2.0917,"N",0,0,0,0,0
"112",112,2,"se","dcca","ca","dc18","dc18","C","L",1.2,13,9,2014,256,0.83,5.2,"A",2,0,0,0,2
"113",113,2,"se","dcca","ca","dc18","dc18","C","L",1.1,13,9,2014,256,0.6,3.2,"N",7,0,0,0,7
"114",114,3,"se","dcca","ca","dc18","dc18","C","L",1.1,3,10,2014,277,0.83,5,"A",9,0,0,0,9
"115",115,3,"se","dcca","ca","dc18","dc18","C","L",1.2,3,10,2014,277,0.75,2.8,"N",13,1,0,0,14
"116",116,2,"se","dcca","ca","dc18","dc18",NA,NA,2,17,9,2012,261,0.75,3,"J",6,0,0,0,6
"117",117,2,"se","dcca","ca","dc18","dc18",NA,NA,2,17,9,2012,261,1,3,"L",0,0,0,0,0
"118",118,3,"se","dcca","ca","dc18","dc18",NA,NA,2,4,10,2012,278,0.55,2.1,"J",0,0,0,0,0
"119",119,3,"se","dcca","ca","dc18","dc18",NA,NA,3,7,10,2012,281,0.5,2.1,"M",20,0,0,0,20
"120",120,1,"se","dcca","ca","dc18","dc18",NA,NA,1.1,27,8,2013,239,0.5,1.8,"D",0,0,0,0,0
"121",121,2,"se","dcca","ca","dc18","dc18",NA,NA,2.1,16,9,2013,259,0.5,2.2,"D",0,0,0,0,0
"122",122,2,"se","dcca","ca","dc18","dc18",NA,NA,2.2,16,9,2013,259,0.2,0.8,"N",0,0,0,0,0
"123",123,2,"se","dcca","ca","dc18","dc18",NA,NA,3.2,17,9,2013,260,0.2,0.8,"A",0,0,0,0,0
"124",124,2,"se","dcca","ca","dc18","dc18",NA,NA,3.1,17,9,2013,260,0.5,2.2,"M",0,0,0,0,0
"125",125,2,"se","dcca","ca","dc18","dc18",NA,NA,3.1,19,9,2013,263,1,2.7,"M",0,0,0,0,0
"126",126,3,"se","dcca","ca","dc18","dc18",NA,NA,3.2,14,10,2013,287,0.2,0.8,"A",10,0,1,0,11
"127",127,3,"se","dcca","ca","dc18","dc18",NA,NA,3.1,14,10,2013,287,0.5,2.2,"M",0,0,0,0,0
"128",128,4,"se","dcca","ca","dc18","dc18","C","L",3.1,21,10,2014,295,0.75,3.7,"A",6,0,0,0,6
"129",129,4,"se","dcca","ca","dc18","dc18","C","L",3.2,21,10,2014,295,0.75,3.3,"N",4,0,0,0,4
"130",130,1,"se","dcca","ca","dc20","dc20","C","L",1.1,26,8,2014,239,0.45,2.0917,"N",0,0,0,0,0
"131",131,2,"se","dcca","ca","dc20","dc20","C","L",1.1,13,9,2014,256,0.5,3.8,"A",1,0,0,0,1
"132",132,2,"se","dcca","ca","dc20","dc20","C","L",1.2,13,9,2014,256,0.5,2.4,"N",0,0,0,0,0
"133",133,3,"se","dcca","ca","dc20","dc20","C","L",1.1,3,10,2014,277,0.6,2.5,"N",4,0,0,0,4
"134",134,3,"se","dcca","ca","dc20","dc20","C","L",1.2,3,10,2014,277,0.3,1.8,"A",0,0,0,0,0
"135",135,2,"se","dcca","ca","dc20","dc20",NA,NA,2,17,9,2012,261,0.5,2,"J",4,0,0,0,4
"136",136,3,"se","dcca","ca","dc20","dc20",NA,NA,2,4,10,2012,278,0.583333333,2.6,"J",2,0,0,0,2
"137",137,3,"se","dcca","ca","dc20","dc20",NA,NA,3,7,10,2012,281,1.25,4.2,"M",5,2,1,0,8
"138",138,1,"se","dcca","ca","dc20","dc20",NA,NA,1.1,27,8,2013,239,0.75,1.7,"D",0,0,0,0,0
"139",139,1,"se","dcca","ca","dc20","dc20",NA,NA,1.1,27,8,2013,239,0.75,3,"N",0,0,0,0,0
"140",140,1,"se","dcca","ca","dc20","dc20",NA,NA,3.2,29,8,2013,241,0.75,4.3,"A",0,0,0,0,0
"141",141,1,"se","dcca","ca","dc20","dc18",NA,NA,3.2,29,8,2013,241,0.5,4,"A",0,0,0,0,0
"142",142,1,"se","dcca","ca","dc20","dc20",NA,NA,3.1,29,8,2013,241,0.75,5,"M",0,0,0,0,0
"143",143,1,"se","dcca","ca","dc20","dc16",NA,NA,3.1,29,8,2013,241,0.5,2.3,"M",0,0,0,0,0
"144",144,1,"se","dcca","ca","dc20","dc18",NA,NA,3.1,29,8,2013,241,0.25,1.7,"M",0,0,0,0,0
"145",145,2,"se","dcca","ca","dc20","dc20",NA,NA,2.1,16,9,2013,259,0.75,4.5,"D",0,0,0,0,0
"146",146,2,"se","dcca","ca","dc20","dc20",NA,NA,2.2,16,9,2013,259,0.3,1.5,"N",1,0,0,0,1
"147",147,2,"se","dcca","ca","dc20","dc20",NA,NA,2.2,16,9,2013,259,0.25,0.6,"N",3,0,0,0,3
"148",148,2,"se","dcca","ca","dc20","dc20",NA,NA,3.2,17,9,2013,260,0.3,1.5,"A",0,0,0,0,0
"149",149,2,"se","dcca","ca","dc20","dc20",NA,NA,3.2,17,9,2013,260,0.25,0.6,"A",0,0,0,0,0
"150",150,2,"se","dcca","ca","dc20","dc20",NA,NA,3.1,17,9,2013,260,0.75,4.5,"M",0,0,0,0,0
"151",151,2,"se","dcca","ca","dc20","dc20",NA,NA,3.1,19,9,2013,263,1,3,"M",1,0,0,0,1
"152",152,3,"se","dcca","ca","dc20","dc20",NA,NA,3.2,14,10,2013,287,0.3,1.5,"A",0,0,0,0,0
"153",153,3,"se","dcca","ca","dc20","dc20",NA,NA,3.2,14,10,2013,287,0.25,0.6,"A",3,0,0,0,3
"154",154,3,"se","dcca","ca","dc20","dc20",NA,NA,3.1,14,10,2013,287,0.75,4.5,"M",0,0,0,0,0
"155",155,4,"se","dcca","ca","dc20","dc20","C","L",3.1,21,10,2014,295,0.83,2.5,"N",2,0,0,0,2
"156",156,4,"se","dcca","ca","dc20","dc20","C","L",3.2,21,10,2014,295,0.2,2.1,"A",1,0,0,0,1
"157",157,1,"se","dcca","ca","dc20","dc20","C","L",1.1,26,8,2014,239,0.1,0.6436,"N",0,0,0,0,0
"158",158,2,"se","dcca","ca","dc21","dc21",NA,NA,2,17,9,2012,261,0.25,2,"J",0,0,0,0,0
"159",159,3,"se","dcca","ca","dc21","dc21",NA,NA,2,4,10,2012,278,0.166666667,1.8,"J",0,0,0,0,0
"160",160,2,"se","dcca","ca","dc22","dc22","E","E",1.2,13,9,2014,256,0.3,1.6,"A",0,0,0,0,0
"161",161,2,"se","dcca","ca","dc22","dc22","E","E",1.1,13,9,2014,256,0.75,2.5,"N",0,0,0,0,0
"162",162,3,"se","dcca","ca","dc22","dc22","E","E",1.1,3,10,2014,277,0.5,2.5,"A",8,0,0,0,8
"163",163,3,"se","dcca","ca","dc22","dc22","E","E",1.2,3,10,2014,277,0.5,2.5,"N",5,0,0,0,5
"164",164,4,"se","dcca","ca","dc22","dc22","E","E",3.1,21,10,2014,295,0.5,2.5,"A",6,0,0,0,6
"165",165,4,"se","dcca","ca","dc22","dc22","E","E",3.2,21,10,2014,295,0.5,2.2,"N",2,0,0,0,2
"166",166,3,"se","dcca","ca","ditch","ditch","C","L",1.2,3,10,2014,277,0.2,1,"A",2,0,0,0,2
"167",167,2,"se","dcca","ca","ditch","ditch",NA,NA,2,17,9,2012,261,0.25,1,"J",1,0,0,0,1
"168",168,2,"se","dcca","ca","ditch","ditch",NA,NA,2,17,9,2012,261,0.25,1,"L",0,0,0,0,0
"169",169,3,"se","dcca","ca","ditch","ditch",NA,NA,2,4,10,2012,278,0.16666,1.1,"J",2,0,0,0,2
"170",170,2,"se","dcca","ca","ditch","ditch",NA,NA,2.2,16,9,2013,259,0.5,1.5,"D",13,0,0,0,13
"171",171,2,"se","dcca","ca","ditch","ditch",NA,NA,2.2,16,9,2013,259,0.6,2.4,"N",29,0,0,0,29
"172",172,2,"se","dcca","ca","ditch","ditch",NA,NA,3.2,17,9,2013,260,0.6,2.4,"A",33,1,0,0,34
"173",173,2,"se","dcca","ca","ditch","ditch",NA,NA,3.2,17,9,2013,260,0.5,1.5,"M",48,0,0,0,48
"174",174,3,"se","dcca","ca","ditch","ditch",NA,NA,3.2,14,10,2013,287,0.6,2.4,"A",33,0,0,0,33
"175",175,3,"se","dcca","ca","ditch","ditch",NA,NA,3.2,14,10,2013,287,0.5,1.5,"M",0,0,0,0,0
"176",176,1,"ne","bkca","ca","kt2","kt2","C","E",3.1,24,8,2014,237,0.833333333,4.3443,"A",12,0,0,0,12
"177",177,2,"ne","bkca","ca","kt2","kt2","C","E",1.1,10,9,2014,253,0.3,2.4,"N",7,0,0,0,7
"178",178,2,"ne","bkca","ca","kt2","kt2","C","E",2.1,11,9,2014,254,0.75,3,"A",10,0,0,0,10
"179",179,2,"ne","bkca","ca","kt2","kt2","C","E",2.2,11,9,2014,254,0.3,2,"N",3,0,0,0,3
"180",180,3,"ne","bkca","ca","kt2","kt2","C","E",2.1,29,9,2014,273,0.75,3.3,"N",26,0,0,0,26
"181",181,4,"ne","bkca","ca","kt2","kt2","C","E",1.1,13,10,2014,287,1,3.5,"A",1,0,0,0,1
"182",182,4,"ne","bkca","ca","kt2","kt2","C","E",1.2,13,10,2014,287,0.75,3,"N",16,1,0,0,17
"183",183,3,"ne","bkca","ca","kt2","kt2",NA,NA,1,11,9,2012,255,2,5.3,"J",62,0,1,0,63
"184",184,2,"ne","bkca","ca","kt2","kt2",NA,NA,1,11,9,2012,255,2,5.3,"L",7,0,0,0,7
"185",185,3,"ne","bkca","ca","kt2","kt2",NA,NA,2,12,9,2012,256,2,5.3,"A",14,0,1,0,15
"186",186,2,"ne","bkca","ca","kt2","kt2",NA,NA,2,12,9,2012,256,2,5.3,"M",19,0,1,0,20
"187",187,2,"ne","bkca","ca","kt2","kt2",NA,NA,2.1,12,9,2013,256,2,3,"M",73,0,0,0,73
"188",188,2,"ne","bkca","ca","kt2","kt2",NA,NA,3.2,13,9,2013,257,1.5,2.7,"D",49,1,0,0,50
"189",189,2,"ne","bkca","ca","kt2","kt2",NA,NA,3.1,13,9,2013,257,1.5,2.7,"N",53,0,0,0,53
"190",190,3,"ne","bkca","ca","kt2","kt2",NA,NA,1.1,10,10,2013,284,1.5,4.1,"M",73,2,0,0,75
"191",191,3,"ne","bkca","ca","kt2","kt2",NA,NA,1.2,10,10,2013,284,1.5,4.1,"N",21,0,1,0,22
"192",192,3,"ne","bkca","ca","kt2","kt2",NA,NA,2.1,11,10,2013,285,1,4.1,"A",39,0,1,0,40
"193",193,3,"ne","bkca","ca","kt2","kt2",NA,NA,2.1,11,10,2013,285,1.5,4.1,"M",0,0,0,0,0
"194",194,3,"ne","bkca","ca","kt2","kt2",NA,NA,2.2,11,10,2013,285,1.5,4.1,"N",0,8,1,0,9
"195",195,1,"ne","bkca","ca","kt5","kt5","L","L",3.1,24,8,2014,237,0.75,2.4135,"N",6,0,0,0,6
"196",196,2,"ne","bkca","ca","kt5","kt5","L","L",1.1,10,9,2014,253,0.75,2.9,"N",20,1,0,0,21
"197",197,2,"ne","bkca","ca","kt5","kt5","L","L",2.1,11,9,2014,254,0.75,2.8,"A",14,0,0,0,14
"198",198,2,"ne","bkca","ca","kt5","kt5","L","L",2.2,11,9,2014,254,0.6,2.9,"N",23,0,0,0,23
"199",199,3,"ne","bkca","ca","kt5","kt5","L","L",2.2,29,9,2014,273,0.75,2.7,"N",27,0,0,0,27
"200",200,4,"ne","bkca","ca","kt5","kt5","L","L",1.1,13,10,2014,287,0.5,2.1,"A",19,0,0,0,19
"201",201,4,"ne","bkca","ca","kt5","kt5","L","L",1.2,13,10,2014,287,0.5,2,"N",13,0,0,0,13
"202",202,1,"ne","bkca","ca","kt6","kt6","C","E",3.2,24,8,2014,237,0.466666667,2.7353,"A",3,0,0,0,3
"203",203,2,"ne","bkca","ca","kt6","kt6","C","E",1.1,10,9,2014,253,0.6,2.5,"A",14,0,0,0,14
"204",204,2,"ne","bkca","ca","kt6","kt6","C","E",2.2,11,9,2014,254,0.6,2.9,"A",10,0,0,0,10
"205",205,2,"ne","bkca","ca","kt6","kt6","C","E",2.1,11,9,2014,254,0.6,2.2,"N",9,0,0,0,9
"206",206,3,"ne","bkca","ca","kt6","kt6","C","E",2.1,29,9,2014,273,0.6,2.7,"N",16,0,0,0,16
"207",207,4,"ne","bkca","ca","kt6","kt6","C","E",1.1,13,10,2014,287,0.83,2.8,"N",13,0,0,0,13
"208",208,4,"ne","bkca","ca","kt6","kt6","C","E",1.2,13,10,2014,287,0.5,1.9,"A",23,0,0,0,23
"209",209,2,"ne","bkca","ca","kt6","kt6",NA,NA,1,11,9,2012,255,2,5.5,"J",11,0,0,0,11
"210",210,3,"ne","bkca","ca","kt6","kt6",NA,NA,1,11,9,2012,255,2,5.5,"L",17,2,1,0,20
"211",211,3,"ne","bkca","ca","kt6","kt6",NA,NA,2,12,9,2012,256,2,5.5,"M",13,0,2,0,15
"212",212,2,"ne","bkca","ca","kt6","kt6",NA,NA,2.2,12,9,2013,256,1,2.1,"A",25,0,0,0,25
"213",213,2,"ne","bkca","ca","kt6","kt6",NA,NA,3.1,13,9,2013,257,1,2.1,"D",10,0,0,0,10
"214",214,2,"ne","bkca","ca","kt6","kt6",NA,NA,3.2,13,9,2013,257,1,2.1,"N",7,0,0,0,7
"215",215,3,"ne","bkca","ca","kt6","kt6",NA,NA,1.1,10,10,2013,284,1,2.3,"N",2,0,1,0,3
